symbol,utc_end_ts,close,high,low,num_trades,total_btc_volume,total_usd_volume,utc_start_ts
BINANCE:BTCUSDT,2024-09-14T08:05:00.000Z,60079.26,60098.99,60049.83,809,76.03398999999996,4566842.437444801,2024-09-14T08:04:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:05:10.000Z,60078.02,60098.99,60049.83,831,76.40863999999998,4589348.466792,2024-09-14T08:04:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:05:20.000Z,60074.37,60098.01,60049.83,857,79.38666999999997,4768246.070833002,2024-09-14T08:04:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:05:30.000Z,60082.89,60082.9,60074.37,426,7.640339999999995,459016.1571662001,2024-09-14T08:05:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:05:40.000Z,60097.85,60097.85,60074.37,737,11.245199999999997,675640.3827774002,2024-09-14T08:05:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:05:50.000Z,60098.98,60098.99,60074.37,815,8.505069999999995,511040.1839368001,2024-09-14T08:05:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:06:00.000Z,60098.98,60098.99,60082.89,546,5.216379999999999,313464.5881075,2024-09-14T08:05:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:06:10.000Z,60098.99,60098.99,60097.84,228,2.473380000000001,148647.32740460002,2024-09-14T08:05:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:06:20.000Z,60098.98,60098.99,60098.98,99,2.0916799999999998,125707.8435548,2024-09-14T08:05:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:06:30.000Z,60098.99,60098.99,60098.98,106,2.0850199999999997,125307.5847806,2024-09-14T08:06:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:06:40.000Z,60098.98,60098.99,60098.98,129,1.3257800000000002,79678.03362840001,2024-09-14T08:06:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:06:50.000Z,60098.98,60098.99,60098.98,129,1.0470000000000002,62923.6360194,2024-09-14T08:06:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:07:00.000Z,60098.98,60098.99,60098.98,133,1.31176,78835.4433181,2024-09-14T08:06:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:07:10.000Z,60095.99,60098.99,60095.99,231,2.8235099999999997,169689.54351920003,2024-09-14T08:06:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:07:20.000Z,60095.99,60098.99,60095.99,225,2.73588,164422.5332567,2024-09-14T08:06:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:07:30.000Z,60090.77,60098.99,60090.76,324,3.0140399999999996,181136.31022180006,2024-09-14T08:07:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:07:40.000Z,60086.0,60096.0,60086.0,303,1.8309300000000002,110024.7978013,2024-09-14T08:07:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:07:50.000Z,60086.0,60096.0,60086.0,294,1.7600900000000004,105766.5132984,2024-09-14T08:07:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:08:00.000Z,60086.0,60090.77,60086.0,179,1.1327700000000003,68067.30195719998,2024-09-14T08:07:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:08:10.000Z,60083.72,60086.01,60083.72,118,0.5581599999999999,33537.59602040001,2024-09-14T08:07:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:08:20.000Z,60083.72,60086.01,60083.72,130,0.73799,44342.204040000004,2024-09-14T08:07:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:08:30.000Z,60083.72,60086.01,60083.72,149,0.9365699999999999,56273.40583150002,2024-09-14T08:08:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:08:40.000Z,60083.73,60083.73,60083.72,106,1.0824799999999999,65039.4264356,2024-09-14T08:08:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:08:50.000Z,60083.73,60083.73,60083.72,104,0.9098600000000002,54667.7744903,2024-09-14T08:08:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:09:00.000Z,60083.73,60083.73,60083.72,98,1.0136399999999999,60903.26550180001,2024-09-14T08:08:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:09:10.000Z,60072.38,60083.73,60072.38,249,5.360429999999998,322056.1580431999,2024-09-14T08:08:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:09:20.000Z,60072.38,60083.73,60072.38,254,5.483969999999997,329476.1870229,2024-09-14T08:08:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:09:30.000Z,60072.39,60083.73,60072.38,269,7.851819999999997,471714.0298492999,2024-09-14T08:09:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:09:40.000Z,60072.38,60072.39,60072.38,109,3.1134700000000004,187033.55499449995,2024-09-14T08:09:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:09:50.000Z,60072.04,60072.39,60072.03,157,6.768820000000004,406619.0995498999,2024-09-14T08:09:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:10:00.000Z,60072.03,60072.39,60072.03,144,4.135480000000003,248428.0500906,2024-09-14T08:09:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:10:10.000Z,60070.81,60072.39,60070.8,208,5.625510000000003,337936.11991899996,2024-09-14T08:09:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:10:20.000Z,60070.77,60072.04,60070.76,169,2.3687599999999995,142294.40247809995,2024-09-14T08:09:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:10:30.000Z,60070.77,60072.04,60070.76,157,2.7426500000000003,164754.08831639995,2024-09-14T08:10:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:10:40.000Z,60082.0,60083.42,60070.76,481,4.889089999999998,293704.93988729996,2024-09-14T08:10:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:10:50.000Z,60082.0,60083.42,60070.76,462,5.240959999999998,314853.1434650999,2024-09-14T08:10:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:11:00.000Z,60081.99,60083.42,60070.76,477,5.0928099999999965,305957.70974989986,2024-09-14T08:10:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:11:10.000Z,60081.99,60082.0,60081.99,98,1.65836,99637.56977059999,2024-09-14T08:10:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:11:20.000Z,60081.99,60082.0,60081.99,118,0.8957,53815.4402428,2024-09-14T08:10:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:11:30.000Z,60073.19,60082.0,60073.18,245,3.383470000000003,203276.30359720005,2024-09-14T08:11:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:11:40.000Z,60062.0,60082.0,60062.0,478,4.255840000000004,255675.78688820006,2024-09-14T08:11:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:11:50.000Z,60062.01,60082.0,60062.0,472,4.4133100000000045,265129.2094745001,2024-09-14T08:11:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:12:00.000Z,60060.49,60073.18,60060.49,355,1.7707599999999992,106364.62439820003,2024-09-14T08:11:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:12:10.000Z,60060.0,60062.01,60060.0,124,0.80715,48478.545146699995,2024-09-14T08:11:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:12:20.000Z,60056.0,60062.01,60056.0,166,0.8489399999999998,50987.090462299995,2024-09-14T08:11:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:12:30.000Z,60056.0,60060.49,60056.0,151,0.8142599999999999,48903.2288661,2024-09-14T08:12:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:12:40.000Z,60054.0,60060.0,60054.0,214,1.4465199999999998,86873.14769060002,2024-09-14T08:12:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:12:50.000Z,60054.0,60056.01,60054.0,161,1.1128899999999997,66835.3652787,2024-09-14T08:12:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:13:00.000Z,60054.0,60056.01,60054.0,164,1.1714899999999995,70354.18749839999,2024-09-14T08:12:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:13:10.000Z,60054.0,60054.01,60054.0,100,0.7533499999999999,45241.68342099999,2024-09-14T08:12:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:13:20.000Z,60054.0,60054.01,60054.0,107,0.85197,51164.209279099996,2024-09-14T08:12:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:13:30.000Z,60054.01,60054.01,60054.0,97,0.78825,47337.5693411,2024-09-14T08:13:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:13:40.000Z,60054.01,60054.01,60054.0,95,1.1796000000000002,70839.7006242,2024-09-14T08:13:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:13:50.000Z,60054.0,60054.01,60054.0,112,1.4265900000000002,85672.43998810001,2024-09-14T08:13:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:14:00.000Z,60054.01,60054.01,60054.0,158,2.0561700000000003,123481.23894160002,2024-09-14T08:13:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:14:10.000Z,60054.0,60054.01,60054.0,179,1.38434,83135.1605925,2024-09-14T08:13:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:14:20.000Z,60052.0,60054.01,60052.0,194,1.40536,84397.2739702,2024-09-14T08:13:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:14:30.000Z,60024.0,60054.01,60020.0,627,21.045070000000006,1263325.9182085,2024-09-14T08:14:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:14:40.000Z,60024.0,60054.01,60020.0,607,21.388100000000012,1283911.4399718002,2024-09-14T08:14:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:14:50.000Z,60036.0,60052.01,60020.0,905,24.44677000000001,1467517.7733608999,2024-09-14T08:14:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:15:00.000Z,60036.0,60036.0,60023.99,426,4.200370000000002,252151.56322139993,2024-09-14T08:14:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:15:10.000Z,60042.0,60042.0,60024.0,677,5.737360000000002,344434.00350219995,2024-09-14T08:14:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:15:20.000Z,60042.0,60042.0,60035.99,348,3.00237,180256.76973479995,2024-09-14T08:14:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:15:30.000Z,60041.99,60042.0,60035.99,342,2.9371799999999997,176343.76476669995,2024-09-14T08:15:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:15:40.000Z,60041.99,60042.0,60041.99,68,0.95477,57326.2976364,2024-09-14T08:15:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:15:50.000Z,60049.49,60049.5,60041.99,232,1.2348200000000011,74142.92109899996,2024-09-14T08:15:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:16:00.000Z,60042.01,60049.5,60041.99,356,2.473610000000001,148531.0957718,2024-09-14T08:15:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:16:10.000Z,60042.0,60049.5,60042.0,367,2.4790500000000013,148857.72456879998,2024-09-14T08:15:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:16:20.000Z,60042.0,60049.5,60042.0,200,1.9139099999999998,114923.73347310002,2024-09-14T08:15:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:16:30.000Z,60043.99,60043.99,60042.0,155,0.8782999999999999,52735.106524899995,2024-09-14T08:16:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:16:40.000Z,60043.99,60043.99,60042.0,163,1.1521199999999998,69176.45744969998,2024-09-14T08:16:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:16:50.000Z,60043.98,60043.99,60042.0,147,0.71763,43088.92986039999,2024-09-14T08:16:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:17:00.000Z,60043.99,60043.99,60043.98,69,0.50181,30130.672543399996,2024-09-14T08:16:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:17:10.000Z,60043.98,60043.99,60043.98,76,0.31799,19093.385678199997,2024-09-14T08:16:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:17:20.000Z,60043.99,60043.99,60043.98,101,0.7442000000000002,44684.734117800006,2024-09-14T08:16:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:17:30.000Z,60049.49,60049.5,60043.98,325,2.679159999999999,160869.12935020003,2024-09-14T08:17:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:17:40.000Z,60053.49,60053.49,60043.98,430,3.6109499999999985,216824.67134170007,2024-09-14T08:17:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:17:50.000Z,60054.99,60055.0,60043.98,1487,3.915709999999999,235131.54220400006,2024-09-14T08:17:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:18:00.000Z,60054.99,60055.0,60049.49,1288,1.9682500000000005,118197.68392210001,2024-09-14T08:17:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:18:10.000Z,60054.99,60055.0,60053.48,1175,1.0043600000000001,60315.95522839999,2024-09-14T08:17:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:18:20.000Z,60055.0,60055.0,60054.99,106,0.86273,51811.2474346,2024-09-14T08:17:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:18:30.000Z,60054.99,60055.0,60054.99,90,1.21485,72957.8128606,2024-09-14T08:18:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:18:40.000Z,60055.0,60055.0,60054.99,114,1.3745299999999996,82547.39504289997,2024-09-14T08:18:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:18:50.000Z,60055.0,60055.0,60054.99,462,1.39844,83983.30762370002,2024-09-14T08:18:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:19:00.000Z,60055.0,60055.0,60054.99,464,1.2943500000000003,77732.1837251,2024-09-14T08:18:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:19:10.000Z,60055.0,60055.0,60054.99,435,1.1230200000000006,67442.96046569997,2024-09-14T08:18:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:19:20.000Z,60055.0,60055.0,60054.99,97,0.68162,40934.68704670001,2024-09-14T08:18:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:19:30.000Z,60054.99,60055.0,60054.99,99,0.50665,30426.8624392,2024-09-14T08:19:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:19:40.000Z,60054.99,60055.0,60054.99,100,0.52415,31477.825048900002,2024-09-14T08:19:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:19:50.000Z,60054.99,60055.0,60054.99,86,0.48312999999999995,29014.368244700003,2024-09-14T08:19:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:20:00.000Z,60047.9,60055.0,60047.89,203,1.66286,99861.47521749999,2024-09-14T08:19:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:20:10.000Z,60037.28,60055.0,60037.27,352,2.1856099999999996,131246.6288888,2024-09-14T08:19:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:20:20.000Z,60037.28,60055.0,60037.27,402,2.9910799999999993,179601.41444030002,2024-09-14T08:19:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:20:30.000Z,60037.27,60047.89,60037.27,278,1.9481199999999994,116962.56430350004,2024-09-14T08:20:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:20:40.000Z,60036.86,60037.28,60036.85,233,1.5997299999999997,96043.4069365,2024-09-14T08:20:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:20:50.000Z,60036.86,60037.28,60036.85,186,1.32709,79674.5364069,2024-09-14T08:20:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:21:00.000Z,60036.86,60037.28,60036.85,209,1.77049,106294.7455678,2024-09-14T08:20:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:21:10.000Z,60036.85,60036.86,60036.85,126,3.53398,212169.0346713,2024-09-14T08:20:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:21:20.000Z,60036.85,60036.86,60036.85,140,2.913649999999999,174926.3700198,2024-09-14T08:20:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:21:30.000Z,60025.0,60036.86,60025.0,325,7.1231199999999975,427627.9928324999,2024-09-14T08:21:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:21:40.000Z,60016.0,60036.86,60016.0,441,9.047259999999998,543087.0088567999,2024-09-14T08:21:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:21:50.000Z,60024.93,60036.86,60016.0,703,10.012629999999994,601025.6175127,2024-09-14T08:21:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:22:00.000Z,60024.94,60025.0,60016.0,501,5.188109999999997,311396.6978740001,2024-09-14T08:21:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:22:10.000Z,60024.93,60024.94,60016.01,372,1.6096999999999997,96615.74598320003,2024-09-14T08:21:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:22:20.000Z,60024.93,60024.94,60024.93,102,0.84616,50790.69528310001,2024-09-14T08:21:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:22:30.000Z,60024.94,60024.94,60024.93,105,1.3213399999999995,79313.34365449999,2024-09-14T08:22:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:22:40.000Z,60024.93,60024.94,60024.93,111,1.6594900000000004,99610.7738165,2024-09-14T08:22:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:22:50.000Z,60024.93,60024.94,60024.93,187,6.16189,369867.02371400007,2024-09-14T08:22:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:23:00.000Z,60024.94,60024.94,60024.93,174,5.61571,337082.60545520013,2024-09-14T08:22:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:23:10.000Z,60024.93,60024.94,60024.93,152,6.26838,376259.0796792001,2024-09-14T08:22:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:23:20.000Z,60024.93,60024.94,60024.93,81,1.77801,106724.92975619996,2024-09-14T08:22:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:23:30.000Z,60024.93,60024.94,60024.93,99,2.4689500000000004,148198.55931119993,2024-09-14T08:23:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:23:40.000Z,60024.93,60024.94,60024.93,117,2.18512,131161.6800726,2024-09-14T08:23:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:23:50.000Z,60024.93,60024.94,60024.93,124,3.6492199999999997,219044.18132359997,2024-09-14T08:23:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:24:00.000Z,60024.93,60024.94,60024.93,142,4.44638,266893.6500791,2024-09-14T08:23:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:24:10.000Z,60016.0,60024.94,60016.0,355,4.47603,268667.80749619997,2024-09-14T08:23:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:24:20.000Z,60015.12,60024.94,60015.12,434,5.221960000000001,313419.1614869001,2024-09-14T08:23:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:24:30.000Z,60015.13,60024.94,60015.12,408,3.955190000000001,237378.56369710012,2024-09-14T08:24:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:24:40.000Z,60015.13,60016.01,60015.12,214,3.7150000000000007,222957.95944740015,2024-09-14T08:24:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:24:50.000Z,60019.99,60020.0,60015.12,265,2.5385899999999992,152356.01515619998,2024-09-14T08:24:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:25:00.000Z,60020.0,60020.0,60015.12,259,2.9604399999999993,177676.8468494999,2024-09-14T08:24:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:25:10.000Z,60019.99,60020.0,60015.12,315,4.961370000000001,297777.0138381999,2024-09-14T08:24:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:25:20.000Z,60017.73,60020.0,60017.73,289,3.9288700000000008,235810.35648569994,2024-09-14T08:24:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:25:30.000Z,60016.0,60020.0,60016.0,320,3.5157300000000005,211012.54610109993,2024-09-14T08:25:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:25:40.000Z,60016.0,60020.0,60016.0,232,0.6558200000000003,39360.622068100005,2024-09-14T08:25:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:25:50.000Z,60015.12,60017.73,60015.12,158,0.39385000000000003,23637.307917799997,2024-09-14T08:25:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:26:00.000Z,60015.12,60016.01,60015.12,122,0.22260000000000002,13359.429230499998,2024-09-14T08:25:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:26:10.000Z,60012.0,60016.01,60012.0,235,2.95155,177129.4653201,2024-09-14T08:25:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:26:20.000Z,60011.01,60015.13,60011.0,300,3.2706200000000005,196277.05659269998,2024-09-14T08:25:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:26:30.000Z,60011.0,60015.13,60011.0,296,4.092770000000002,245614.59547679996,2024-09-14T08:26:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:26:40.000Z,60011.0,60012.01,60011.0,181,1.4048100000000003,84304.21961120001,2024-09-14T08:26:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:26:50.000Z,60000.0,60011.01,60000.0,324,2.7801600000000004,166829.1988794,2024-09-14T08:26:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:27:00.000Z,60000.0,60011.01,60000.0,338,2.034160000000001,122058.77651640004,2024-09-14T08:26:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:27:10.000Z,60000.01,60011.01,60000.0,368,2.0945000000000005,125678.30669460006,2024-09-14T08:26:40.000Z
BINANCE:BTCUSDT,2024-09-14T08:27:20.000Z,60000.0,60000.01,60000.0,185,0.51246,30747.602406800004,2024-09-14T08:26:50.000Z
BINANCE:BTCUSDT,2024-09-14T08:27:30.000Z,59996.0,60000.01,59996.0,384,2.8850199999999995,173099.5753210999,2024-09-14T08:27:00.000Z
BINANCE:BTCUSDT,2024-09-14T08:27:40.000Z,59992.0,60000.01,59992.0,509,4.727609999999999,283644.74427609995,2024-09-14T08:27:10.000Z
BINANCE:BTCUSDT,2024-09-14T08:27:50.000Z,59992.0,60000.01,59992.0,442,4.82489,289479.38770849997,2024-09-14T08:27:20.000Z
BINANCE:BTCUSDT,2024-09-14T08:28:00.000Z,59992.0,59996.01,59992.0,245,2.4686100000000004,148102.47764440003,2024-09-14T08:27:30.000Z
BINANCE:BTCUSDT,2024-09-14T08:28:10.000Z,59992.01,59992.01,59992.0,138,1.13871,68313.4952279,2024-09-14T08:27:40.000Z
